questionType,question
open-ended,How many bundles do you recieve?
open-ended,why are you so much higher than many other places?
open-ended,"My bottle of OPI ""Passion"" looks nothing like the color in this photo. What I have is more flesh colored. What is the color in the pic?"
open-ended,what is the complete list of ingredients? I am allergic to most things on the market so this is very important
open-ended,"The image does not fit the product. Is this Osis+ Grip Volume Extreme Hold Mousse 7 oz. can? Or is it Freeze Fix Hairspray, as the image shows?"
open-ended,Where does this product ship from?
open-ended,Is this only for women of color? Honestly will really work for this white girl? I have wasted so much money already.PLEASE someone be real with me.Tha
open-ended,what size
open-ended,Are the palettes fulfilled by Amazon authentic? As long as I buy from them will I be good?
open-ended,"People are stating this perfume is not the real thing, please confirm !!!"
open-ended,How does this work on naturally white hair? I started going grey EARLY!! And now I'm mostly blondish-white.
open-ended,They are original perfumes or are copies? see every publication that does not last long the smell or packaging this DEFECTIVE or not comes with its se
open-ended,does it come in a sealed package or just in a bag loosly thrown in?
open-ended,How is this portable? Wouldn't you have to have a super long cord to be able to walk around with it? And then you have to hold the dryer with one hand don't you?
open-ended,i want to make sure this cologne is real ?
open-ended,what color is it suppose to be and how can you tell if its expired?
open-ended,When folded flat against the wall how many inches deep is it? I want to install in a shallow cabinet.
open-ended,problems with gel: has anybody found the Phyto de frissant to be watery lately?
open-ended,"What is the weight of this case, I am planning this overseas?"
open-ended,% of HA
open-ended,Could you confirm if the Hair Dryer works on dual Voltage? (110V or 220V)
open-ended,what is the difference hydrate and medical hydrate
open-ended,"How much does the color bleed for this dye? Am I going to color everything my hair comes in contact with, or is it only after a couple of washes?"
open-ended,Does this come with the dc adapters? If not how do I know what kind to buy?
open-ended,Free shipping also for Italy?
open-ended,How long does it take for the iron to reach the heat since you switch it on?
open-ended,How well does it work for natural African hair? Is there anyone with natural African hair that can answer this? Thanks!
open-ended,What is the size of this stone? The photo of the woman on the case looks like the stone is quite large.
open-ended,No toner? Seems like an important step to be skipped!
open-ended,what size is the bare escentuals mineral veil?
open-ended,How long did you leave it in your hair? Was it just the reccomended 30 minutes or was it longer?
open-ended,I love texture of face matte tint but wondered if it is good for dry skin and swimming in chlorine
open-ended,what is the size of this?
open-ended,Hey I I bought this is item but I want ask can I use it with 220V or not ?!
open-ended,I'm wondering how I could use it to diminish the 11's? I've seen video's but they are for the two wand microcurrent machines.
open-ended,"Hi Ladies, could anyone tell me will this hair color cover white hair, and is this chemical free? How long will it last? Thanks in advance!!!!"
open-ended,Nozzle is broken. What to do.
open-ended,Does this product have a fragrance or is it unscented?
open-ended,where was the product made?
open-ended,How much caffeine per pill?
open-ended,How does this compare with Sally Hanson corn silk which costs 39.00?
open-ended,Approximately how much beeswax by volume is 16 oz? A cup? Two cups? I've never gotten beeswax pellets before.
open-ended,"In the bottle, is the perfume color supposed to be clear with a light yellow tint, or more of a medium yellow color?"
open-ended,"Shalimar, price: If they can sell it at that price, why can't you?"
open-ended,Does the black have shimmer or glitter in it?
open-ended,what is the difference between the r Cartier Eau De Toilette and essence
open-ended,Is this a tester or the real deal?
open-ended,Would this color look good with brown eyes?? and fair white skin? anyone who has brown eyes and used this please post a picture as well!
open-ended,why does the page show a date of 2008 - is this the date it was manufactured?
open-ended,Is the the new formula or the old formula?
open-ended,Will I be getting the real thing this image product or is it a knock off or some thing else fake?
open-ended,what are the instructions for applying this anti-ageing Glycolic Peel
open-ended,Anyone want to sell their PaloVia Skin Laser?
open-ended,What is the ingredient list of this product?
open-ended,Reviews state product is watery &amp; spoiling quickly. I want to buy it only if Gel &amp; no smell? Please advise?
open-ended,"Does it come wrapped in cellophane? You know, is it a sealed box?"
open-ended,Does this work with non-gel/shellac nail polish? What is the voltage e.g. 110v or 220v?
open-ended,What is the size of this brush? Dimensions are best but a description of how small/large would be helpful too thanks!
open-ended,What shade of red is 6-88? I've been using 6-77 for years and want a different shade.
open-ended,How many attachments does it come with?
open-ended,smell
open-ended,cream or powder ?
open-ended,help! I have seen a lot of people complaining about buying dye and finding out it was old and had oxidized before they even got to use it.
open-ended,What is the expiration date
open-ended,How does this hold up in the water line?
open-ended,"does bottle say, 'ultra-lift pro' or just 'ultra-lift'?"
open-ended,"After purchasing the product, and being 58 years old; I am concerned that continued use of this will cause the same as ""smoking lines"""
open-ended,If I place an order now what will the expiration date be on the cream sent to me?
open-ended,Does the soap dry out easily? And how would I store it?
open-ended,why does your clay cost so much more than all the others?
open-ended,about to buy.. still questioning if the product is authenthic?
open-ended,is there retinol in this product and if so is it a safe amount to use while pregnant ?
open-ended,possible in the 220v?
open-ended,"Is this oil usda certified organic? If not, how can buyers be assured that it is?"
open-ended,I want to get one but I want my hair to eventually revert back to my natural curl. How long did it take to revert back?
open-ended,There is just one review. That's make me doubt .
open-ended,Dose this product has dual voltage?
open-ended,1. Is this 1inch or 1 1/4inch? 2. Does it have replacement springs? 3.
open-ended,"The picture shows regular Moroccan Oil, not Light. How can I know you'lll ship Light?"
open-ended,I want the Crstal Clear000 do I need a developer with it -or will I get avery high gloss with it?
open-ended,How effective is this flatiron on fine hair?
open-ended,"Is this really cologne? Or is it ""eau de cologne""?"
open-ended,how does this compare to urban decay buffing brush?
open-ended,What is the type of light used...i.e. LED or other?
open-ended,Does the 74 deep copper shimmer bleach your hair or is it just color?
open-ended,WHAT IS THIS CREAM GOOD FOR????
open-ended,This perfume can be sent to Venezuela without problems or can not leave the USA?
open-ended,What colour is it? Is it OK for a fair/olive skin?
open-ended,What is the difference between this and the stuff with the same name that come is little vials?
open-ended,Can you please let me know the dimensions and weight of the package?
open-ended,"Is this holographic polish to put on top of an opaque color, or is this more opaque on its own?"
open-ended,Will this stain my white bathing suit?? Can I use this on my body as well?
open-ended,where has to be kept the remainning unused butter shea?
open-ended,Is this Eau de Parfum or Eau de Cologne?
open-ended,what are the ingredients in this cleanser?
open-ended,what does it smell like
open-ended,NO DIRECTIONS????
